UserID,Gender,Age,Occupation,Zip-code,AvgRating,RatingStd,RatingCount,MinRating,MaxRating,FirstRatingTime,LastRatingTime,ActiveDays,Rating_1_Ratio,Rating_2_Ratio,Rating_3_Ratio,Rating_4_Ratio,Rating_5_Ratio,TopGenre1,TopGenre2,TopGenre3,Gender_Encoded,Occupation_Encoded,Genre_Romance_Count,Genre_Romance_AvgRating,Genre_Mystery_Count,Genre_Mystery_AvgRating,Genre_Children's_Count,Genre_Children's_AvgRating,Genre_Documentary_Count,Genre_Documentary_AvgRating,Genre_Horror_Count,Genre_Horror_AvgRating,Genre_Adventure_Count,Genre_Adventure_AvgRating,Genre_Action_Count,Genre_Action_AvgRating,Genre_Thriller_Count,Genre_Thriller_AvgRating,Genre_Crime_Count,Genre_Crime_AvgRating,Genre_Fantasy_Count,Genre_Fantasy_AvgRating,Genre_Drama_Count,Genre_Drama_AvgRating,Genre_Animation_Count,Genre_Animation_AvgRating,Genre_War_Count,Genre_War_AvgRating,Genre_Musical_Count,Genre_Musical_AvgRating,Genre_Film-Noir_Count,Genre_Film-Noir_AvgRating,Genre_Western_Count,Genre_Western_AvgRating,Genre_Comedy_Count,Genre_Comedy_AvgRating,Genre_Sci-Fi_Count,Genre_Sci-Fi_AvgRating
21,M,18,16,99353,2.909090909090909,1.4111491740216524,22,1,5,978138933,978139540,0.007025462962962963,0.2727272727272727,0.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,Romance,Adventure,Action,1,8,1,5.0,1,1.0,8,2.625,0,0.0,1,1.0,5,4.2,5,4.0,2,2.0,1,1.0,0,0.0,1,1.0,14,3.0714285714285716,2,3.0,2,2.0,1,3.0,1,3.0,7,3.0,5,4.0
22,M,18,15,53706,3.0673400673400675,1.0145115964018248,297,1,5,978134004,991149892,150.64685185185186,0.08080808080808081,0.2053872053872054,0.31313131313131315,0.367003367003367,0.03367003367003367,Film-Noir,Documentary,Animation,1,7,30,2.7,11,2.5454545454545454,19,3.210526315789474,1,4.0,31,3.064516129032258,51,2.980392156862745,105,2.7333333333333334,88,2.7954545454545454,24,3.2083333333333335,13,3.1538461538461537,55,3.5272727272727273,11,3.5454545454545454,14,3.4285714285714284,6,3.1666666666666665,2,4.0,4,3.0,140,3.1857142857142855,58,2.9482758620689653
23,M,35,0,90049,3.3157894736842106,1.0239446962658398,304,1,5,978133428,993707035,180.25008101851853,0.03618421052631579,0.17105263157894737,0.3684210526315789,0.2894736842105263,0.13486842105263158,Western,Horror,War,1,0,27,3.4814814814814814,15,3.1333333333333333,22,2.8181818181818183,5,2.8,30,3.6333333333333333,53,3.4150943396226414,99,3.515151515151515,99,3.2222222222222223,54,3.3518518518518516,28,2.857142857142857,72,3.2222222222222223,13,3.3846153846153846,11,3.5454545454545454,5,3.0,9,3.4444444444444446,2,4.5,92,3.3260869565217392,111,3.4954954954954953
24,F,25,7,10023,3.948529411764706,0.8283839952419316,136,1,5,978131551,986157459,92.89245370370371,0.029411764705882353,0.014705882352941176,0.14705882352941177,0.5955882352941176,0.21323529411764705,Thriller,Children's,War,0,18,38,3.973684210526316,1,3.0,4,4.5,1,4.0,3,4.0,26,3.8461538461538463,28,3.7857142857142856,5,4.8,13,4.3076923076923075,6,4.0,66,4.045454545454546,4,4.0,10,4.4,7,4.285714285714286,1,4.0,3,3.3333333333333335,72,3.9305555555555554,14,3.5
25,M,18,4,01609,3.7411764705882353,1.1035973771572434,85,1,5,978130612,978386265,2.958946759259259,0.023529411764705882,0.12941176470588237,0.23529411764705882,0.3058823529411765,0.3058823529411765,Western,Crime,Romance,1,15,5,4.2,1,3.0,8,3.5,1,3.0,3,3.0,27,4.0,45,3.8666666666666667,16,3.6875,2,4.5,6,3.5,19,3.8947368421052633,9,3.2222222222222223,13,3.923076923076923,1,2.0,1,4.0,1,5.0,27,3.6666666666666665,43,3.7209302325581395
26,M,25,7,23112,2.96,1.032504316168832,400,1,5,978130429,978385333,2.950277777777778,0.0775,0.23,0.4375,0.165,0.09,Film-Noir,Drama,Romance,1,18,102,3.2941176470588234,13,2.769230769230769,31,2.5161290322580645,0,0.0,13,2.1538461538461537,35,3.0285714285714285,67,3.044776119402985,48,3.2916666666666665,12,3.0833333333333335,14,2.2857142857142856,138,3.420289855072464,12,2.75,14,2.9285714285714284,14,2.5714285714285716,1,4.0,8,2.25,217,2.751152073732719,33,2.909090909090909
27,M,25,11,19130,4.171428571428572,1.1791845447071423,70,1,5,978128786,978130092,0.01511574074074074,0.04285714285714286,0.08571428571428572,0.1,0.2,0.5714285714285714,Crime,War,Mystery,1,3,9,3.5555555555555554,4,4.75,6,2.8333333333333335,0,0.0,2,2.5,9,3.6666666666666665,7,3.5714285714285716,8,4.625,6,4.833333333333333,9,2.888888888888889,25,4.36,3,2.6666666666666665,6,4.833333333333333,1,4.0,14,4.571428571428571,2,4.5,25,4.2,4,4.0
28,F,25,1,14607,3.7570093457943927,0.8560673740824581,107,2,5,978125194,978985335,9.955335648148148,0.0,0.08411214953271028,0.2616822429906542,0.4672897196261682,0.18691588785046728,Horror,War,Adventure,0,1,24,4.041666666666667,5,3.6,6,3.1666666666666665,0,0.0,6,4.333333333333333,10,4.1,19,3.8947368421052633,22,3.4545454545454546,7,3.5714285714285716,4,3.25,46,3.869565217391304,4,2.75,8,4.125,6,3.5,6,3.8333333333333335,3,3.0,36,3.8055555555555554,15,3.6
29,M,35,7,33407,3.5833333333333335,1.0512564800827096,108,1,5,978122580,978136554,0.1617361111111111,0.009259259259259259,0.1388888888888889,0.37037037037037035,0.2222222222222222,0.25925925925925924,Musical,Western,Animation,1,18,9,2.888888888888889,1,3.0,0,0.0,0,0.0,7,3.5714285714285716,29,3.5172413793103448,90,3.5444444444444443,34,3.5,8,3.75,3,3.6666666666666665,24,3.6666666666666665,1,4.0,17,3.7058823529411766,1,5.0,2,3.0,3,4.333333333333333,11,3.5454545454545454,29,3.5172413793103448
30,F,35,7,19143,3.488372093023256,0.9353403511749033,43,2,5,978121462,978122183,0.008344907407407407,0.0,0.16279069767441862,0.32558139534883723,0.37209302325581395,0.13953488372093023,Children's,Fantasy,War,0,18,6,3.5,2,4.0,1,5.0,2,2.5,1,2.0,1,4.0,4,3.75,7,4.142857142857143,6,3.5,1,5.0,27,3.4814814814814814,1,3.0,2,4.5,1,2.0,1,4.0,0,0.0,8,3.375,3,4.333333333333333
31,M,56,7,06840,3.73109243697479,1.0226045095286924,119,1,5,978120364,978121885,0.017604166666666667,0.025210084033613446,0.06722689075630252,0.33613445378151263,0.29411764705882354,0.2773109243697479,Mystery,Fantasy,Adventure,1,18,22,3.8636363636363638,3,4.666666666666667,6,4.333333333333333,1,3.0,6,3.3333333333333335,11,4.363636363636363,16,4.0625,5,4.2,7,4.285714285714286,2,4.5,21,3.4285714285714284,3,4.333333333333333,5,3.6,7,4.142857142857143,0,0.0,5,4.0,106,3.7264150943396226,8,4.125
32,F,25,0,19355,3.625,1.002656047174788,48,1,5,978118666,978126476,0.09039351851851851,0.041666666666666664,0.0625,0.3125,0.3958333333333333,0.1875,Romance,Drama,Fantasy,0,0,9,4.111111111111111,1,3.0,3,3.0,0,0.0,0,0.0,2,2.5,7,3.142857142857143,22,3.6363636363636362,5,3.6,1,4.0,21,4.0476190476190474,4,3.25,4,3.75,3,3.0,1,3.0,1,4.0,13,3.4615384615384617,5,3.4
33,M,45,3,55421,3.498721227621483,1.0250070176292738,391,1,5,978107833,978985788,10.161516203703703,0.023017902813299233,0.1483375959079284,0.3171355498721228,0.329923273657289,0.1815856777493606,Action,Crime,Sci-Fi,1,14,43,3.1627906976744184,17,3.588235294117647,18,2.7777777777777777,3,3.6666666666666665,53,3.5660377358490565,37,3.6216216216216215,70,3.942857142857143,88,3.8068181818181817,37,3.891891891891892,7,3.4285714285714284,163,3.441717791411043,4,3.0,23,3.5217391304347827,17,3.235294117647059,11,3.272727272727273,12,3.25,83,3.0963855421686746,47,3.8085106382978724
34,F,18,0,02135,3.8658536585365852,1.0539111512120507,164,1,5,978102800,978104692,0.02189814814814815,0.036585365853658534,0.06707317073170732,0.2073170731707317,0.3719512195121951,0.3170731707317073,War,Animation,Drama,0,0,62,3.7903225806451615,3,3.3333333333333335,9,4.111111111111111,0,0.0,16,3.5625,13,3.769230769230769,17,3.9411764705882355,18,3.6666666666666665,5,4.2,4,3.75,41,4.317073170731708,5,4.4,2,5.0,4,3.75,0,0.0,1,4.0,120,3.841666666666667,7,4.142857142857143
35,M,45,1,02482,3.54040404040404,1.0499619709738093,198,1,5,978100295,978210919,1.2803703703703704,0.06060606060606061,0.08080808080808081,0.2777777777777778,0.41919191919191917,0.16161616161616163,Mystery,Adventure,Western,1,1,61,3.4098360655737703,11,3.909090909090909,11,3.090909090909091,0,0.0,2,2.5,10,3.8,19,3.526315789473684,18,3.7222222222222223,7,3.7142857142857144,3,3.0,101,3.732673267326733,10,2.6,13,3.6923076923076925,28,3.1785714285714284,2,3.5,15,3.7333333333333334,74,3.4594594594594597,6,3.5
36,M,25,3,94123,4.199430199430199,0.7709731995339879,351,1,5,978060955,1040545125,723.196412037037,0.011396011396011397,0.011396011396011397,0.11396011396011396,0.4928774928774929,0.37037037037037035,Documentary,Crime,Children's,1,14,49,4.326530612244898,12,4.333333333333333,17,4.411764705882353,10,4.5,18,3.888888888888889,42,4.0476190476190474,123,4.130081300813008,91,4.21978021978022,31,4.419354838709677,9,3.6666666666666665,111,4.333333333333333,20,4.3,38,4.184210526315789,8,3.75,5,4.2,10,4.0,138,4.144927536231884,68,4.0
37,F,25,9,66212,3.69811320754717,1.4621494406994078,53,1,5,978046375,978057358,0.12711805555555555,0.16981132075471697,0.03773584905660377,0.11320754716981132,0.2830188679245283,0.39622641509433965,Musical,Animation,Children's,0,20,38,4.078947368421052,1,4.0,4,4.25,0,0.0,4,1.0,6,3.0,9,3.4444444444444446,4,3.5,1,1.0,2,2.0,9,4.111111111111111,3,4.333333333333333,5,3.6,7,4.714285714285714,0,0.0,0,0.0,29,3.9310344827586206,4,2.0
38,F,18,4,02215,3.58,0.8187203614806646,100,1,5,978044341,978047091,0.031828703703703706,0.01,0.07,0.36,0.45,0.11,War,Documentary,Animation,0,15,61,3.5081967213114753,1,3.0,14,3.7142857142857144,1,4.0,0,0.0,4,3.0,7,3.4285714285714284,11,3.1818181818181817,3,3.6666666666666665,0,0.0,44,3.5681818181818183,8,3.875,2,4.5,7,3.857142857142857,0,0.0,0,0.0,49,3.693877551020408,2,3.5
39,M,18,4,61820,3.564516129032258,1.2495371961865012,62,1,5,978043372,978044402,0.011921296296296296,0.04838709677419355,0.1935483870967742,0.20967741935483872,0.24193548387096775,0.3064516129032258,Film-Noir,Mystery,Animation,1,15,8,3.375,3,4.333333333333333,4,4.0,0,0.0,4,3.0,5,3.8,12,3.5833333333333335,12,3.25,7,3.857142857142857,0,0.0,18,3.7222222222222223,5,4.2,1,4.0,0,0.0,1,5.0,0,0.0,28,3.892857142857143,8,3.0
40,M,45,0,10543,3.4479166666666665,1.1320200078821987,96,1,5,978039263,978041398,0.024710648148148148,0.0625,0.13541666666666666,0.28125,0.3333333333333333,0.1875,Animation,Film-Noir,Drama,1,0,12,3.5833333333333335,1,3.0,10,3.5,0,0.0,1,3.0,61,3.459016393442623,49,3.2448979591836733,10,3.7,2,2.5,9,3.4444444444444446,21,3.9523809523809526,1,5.0,41,3.5853658536585367,3,3.3333333333333335,1,5.0,2,3.0,17,3.3529411764705883,24,3.2916666666666665
41,F,18,4,15116,3.48,1.5842979517754858,25,1,5,978039027,978041582,0.02957175925925926,0.2,0.08,0.16,0.16,0.4,Adventure,Fantasy,Musical,0,15,7,3.7142857142857144,2,1.0,3,4.0,0,0.0,5,2.2,4,5.0,7,3.7142857142857144,6,2.6666666666666665,0,0.0,2,5.0,9,3.6666666666666665,2,4.0,4,4.25,1,5.0,0,0.0,0,0.0,5,2.4,6,4.333333333333333
42,M,25,8,24502,3.74025974025974,0.7644707871564385,231,1,5,978038981,978041996,0.034895833333333334,0.004329004329004329,0.025974025974025976,0.35064935064935066,0.46320346320346323,0.15584415584415584,Film-Noir,War,Mystery,1,19,19,3.9473684210526314,5,4.0,11,3.8181818181818183,1,3.0,13,3.5384615384615383,67,3.8059701492537314,125,3.792,56,3.5892857142857144,17,3.588235294117647,23,3.739130434782609,41,3.682926829268293,4,4.0,12,4.166666666666667,3,4.0,1,5.0,4,4.0,59,3.7457627118644066,120,3.7916666666666665
43,M,25,12,60614,4.125,0.9469631093315002,24,1,5,978026305,978026708,0.004664351851851852,0.041666666666666664,0.0,0.125,0.4583333333333333,0.375,Adventure,Animation,Children's,1,4,7,4.142857142857143,0,0.0,1,5.0,0,0.0,0,0.0,1,5.0,3,4.0,4,4.25,1,4.0,0,0.0,5,3.6,2,5.0,1,5.0,1,5.0,0,0.0,0,0.0,15,4.2,1,4.0
44,M,45,17,98052,3.6321243523316062,1.1921637126625235,193,1,5,978018357,1004412196,305.4842476851852,0.08290155440414508,0.08290155440414508,0.21243523316062177,0.3626943005181347,0.25906735751295334,Animation,Children's,Musical,1,9,29,3.8275862068965516,10,3.1,35,4.2,0,0.0,28,2.3214285714285716,65,3.7846153846153845,56,3.7857142857142856,32,3.4375,8,3.75,25,3.52,36,3.6666666666666665,18,4.5,9,4.111111111111111,16,4.125,2,4.0,2,3.5,69,3.898550724637681,46,3.6956521739130435
45,F,45,16,94110,2.946127946127946,1.116730942119899,297,1,5,977987926,977992196,0.049421296296296297,0.10101010101010101,0.25252525252525254,0.3400673400673401,0.21212121212121213,0.09427609427609428,Mystery,Sci-Fi,Fantasy,0,8,150,3.0733333333333333,5,3.6,19,2.789473684210526,0,0.0,5,3.0,18,3.1666666666666665,13,2.923076923076923,12,3.1666666666666665,4,2.5,7,3.2857142857142856,85,2.8,8,2.75,7,3.142857142857143,15,3.1333333333333333,0,0.0,6,3.1666666666666665,235,2.9574468085106385,13,3.5384615384615383
46,M,18,19,75602,4.219512195121951,1.6048706353153706,41,1,5,977978844,977979487,0.007442129629629629,0.1951219512195122,0.0,0.0,0.0,0.8048780487804879,Horror,Mystery,Thriller,1,11,0,0.0,3,5.0,0,0.0,1,1.0,33,5.0,2,3.0,3,2.3333333333333335,9,4.555555555555555,0,0.0,1,1.0,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.0,1,1.0
47,M,18,4,94305,3.909090909090909,0.750180353495453,22,2,5,977978345,977978774,0.004965277777777778,0.0,0.045454545454545456,0.18181818181818182,0.5909090909090909,0.18181818181818182,War,Drama,Children's,1,15,6,3.8333333333333335,0,0.0,1,4.0,0,0.0,0,0.0,1,3.0,3,3.6666666666666665,3,2.6666666666666665,5,3.6,0,0.0,20,4.0,0,0.0,2,4.5,0,0.0,0,0.0,0,0.0,3,3.6666666666666665,0,0.0
48,M,25,4,92107,3.068561872909699,0.8166903868404631,598,1,5,977975030,978409441,5.027905092592593,0.021739130434782608,0.19230769230769232,0.5250836120401338,0.21739130434782608,0.043478260869565216,Documentary,Film-Noir,Musical,1,15,84,3.2023809523809526,23,3.0434782608695654,87,2.8505747126436782,3,4.333333333333333,21,2.8095238095238093,114,2.973684210526316,191,3.068062827225131,92,3.1739130434782608,26,3.3076923076923075,35,2.9714285714285715,152,3.3289473684210527,38,3.3947368421052633,53,3.3773584905660377,37,3.5135135135135136,4,3.75,24,3.0833333333333335,240,2.8625,104,3.076923076923077
49,M,18,12,77084,3.712962962962963,0.8652256571945691,108,1,5,977971591,978814070,9.750914351851852,0.009259259259259259,0.05555555555555555,0.3333333333333333,0.4166666666666667,0.18518518518518517,Film-Noir,War,Drama,1,4,10,3.7,3,3.6666666666666665,19,3.5789473684210527,1,4.0,4,2.75,27,3.4074074074074074,64,3.59375,29,3.8275862068965516,13,3.769230769230769,3,3.0,22,4.136363636363637,24,3.5833333333333335,10,4.2,8,3.5,2,5.0,0,0.0,16,3.375,27,3.6666666666666665
50,F,25,2,98133,3.0697674418604652,0.8835897786925596,43,1,5,977960565,977961307,0.008587962962962962,0.06976744186046512,0.11627906976744186,0.5116279069767442,0.27906976744186046,0.023255813953488372,War,Western,Drama,0,12,7,3.142857142857143,2,3.0,3,3.0,0,0.0,3,3.0,6,2.5,8,3.0,8,3.375,2,3.0,0,0.0,16,3.4375,3,3.0,1,4.0,2,3.0,0,0.0,1,4.0,15,2.8666666666666667,4,3.25
